"","Symbol","Sector.x","Name","Feature.1","Feature.2","Feature.3","Feature.4","Revenue","Revenue.Growth","Cost.of.Revenue","Gross.Profit","R.D.Expenses","SG.A.Expense","Operating.Expenses","Operating.Income","Interest.Expense","Earnings.before.Tax","Income.Tax.Expense","Net.Income...Non.Controlling.int","Net.Income...Discontinued.ops","Net.Income","Preferred.Dividends","Net.Income.Com","EPS","EPS.Diluted","Weighted.Average.Shs.Out","Weighted.Average.Shs.Out..Dil.","Dividend.per.Share","Gross.Margin","EBITDA.Margin","EBIT.Margin","Profit.Margin","Free.Cash.Flow.margin","EBITDA","EBIT","Consolidated.Income","Earnings.Before.Tax.Margin","Net.Profit.Margin","Cash.and.cash.equivalents","Short.term.investments","Cash.and.short.term.investments","Receivables","Inventories","Total.current.assets","Property..Plant...Equipment.Net","Goodwill.and.Intangible.Assets","Long.term.investments","Tax.assets","Total.non.current.assets","Total.assets","Payables","Short.term.debt","Total.current.liabilities","Long.term.debt","Total.debt","Deferred.revenue","Tax.Liabilities","Deposit.Liabilities","Total.non.current.liabilities","Total.liabilities","Other.comprehensive.income","Retained.earnings..deficit.","Total.shareholders.equity","Investments","Net.Debt","Other.Assets","Other.Liabilities","Depreciation...Amortization","Stock.based.compensation","Operating.Cash.Flow","Capital.Expenditure","Acquisitions.and.disposals","Investment.purchases.and.sales","Investing.Cash.flow","Issuance..repayment..of.debt","Issuance..buybacks..of.shares","Dividend.payments","Financing.Cash.Flow","Effect.of.forex.changes.on.cash","Net.cash.flow...Change.in.cash","Free.Cash.Flow","Net.Cash.Marketcap","priceBookValueRatio","priceToBookRatio","priceToSalesRatio","priceEarningsRatio","priceToFreeCashFlowsRatio","priceToOperatingCashFlowsRatio","priceCashFlowRatio","priceEarningsToGrowthRatio","priceSalesRatio","dividendYield","enterpriseValueMultiple","priceFairValue","ebitperRevenue","ebtperEBIT","niperEBT","grossProfitMargin","operatingProfitMargin","pretaxProfitMargin","netProfitMargin","effectiveTaxRate","returnOnAssets","returnOnEquity","returnOnCapitalEmployed","nIperEBT","eBTperEBIT","eBITperRevenue","payablesTurnover","inventoryTurnover","fixedAssetTurnover","assetTurnover","currentRatio","quickRatio","cashRatio","daysOfSalesOutstanding","daysOfInventoryOutstanding","operatingCycle","daysOfPayablesOutstanding","cashConversionCycle","debtRatio","debtEquityRatio","longtermDebtToCapitalization","totalDebtToCapitalization","interestCoverage","cashFlowToDebtRatio","companyEquityMultiplier","operatingCashFlowPerShare","freeCashFlowPerShare","cashPerShare","payoutRatio","operatingCashFlowSalesRatio","freeCashFlowOperatingCashFlowRatio","cashFlowCoverageRatios","shortTermCoverageRatios","capitalExpenditureCoverageRatios","dividendpaidAndCapexCoverageRatios","dividendPayoutRatio","Revenue.per.Share","Net.Income.per.Share","Operating.Cash.Flow.per.Share","Free.Cash.Flow.per.Share","Cash.per.Share","Book.Value.per.Share","Tangible.Book.Value.per.Share","Shareholders.Equity.per.Share","Interest.Debt.per.Share","Market.Cap","Enterprise.Value","PE.ratio","Price.to.Sales.Ratio","POCF.ratio","PFCF.ratio","PB.ratio","PTB.ratio","EV.to.Sales","Enterprise.Value.over.EBITDA","EV.to.Operating.cash.flow","EV.to.Free.cash.flow","Earnings.Yield","Free.Cash.Flow.Yield","Debt.to.Equity","Debt.to.Assets","Net.Debt.to.EBITDA","Current.ratio","Interest.Coverage","Income.Quality","Dividend.Yield","Payout.Ratio","SG.A.to.Revenue","R.D.to.Revenue","Intangibles.to.Total.Assets","Capex.to.Operating.Cash.Flow","Capex.to.Revenue","Capex.to.Depreciation","Stock.based.compensation.to.Revenue","Graham.Number","ROIC","Return.on.Tangible.Assets","Graham.Net.Net","Working.Capital","Tangible.Asset.Value","Net.Current.Asset.Value","Invested.Capital","Average.Receivables","Average.Payables","Average.Inventory","Days.Sales.Outstanding","Days.Payables.Outstanding","Days.of.Inventory.on.Hand","Receivables.Turnover","Payables.Turnover","Inventory.Turnover","ROE","Capex.per.Share","Gross.Profit.Growth","EBIT.Growth","Operating.Income.Growth","Net.Income.Growth","EPS.Growth","EPS.Diluted.Growth","Weighted.Average.Shares.Growth","Weighted.Average.Shares.Diluted.Growth","Dividends.per.Share.Growth","Operating.Cash.Flow.growth","Free.Cash.Flow.growth","X10Y.Revenue.Growth..per.Share.","X5Y.Revenue.Growth..per.Share.","X3Y.Revenue.Growth..per.Share.","X10Y.Operating.CF.Growth..per.Share.","X5Y.Operating.CF.Growth..per.Share.","X3Y.Operating.CF.Growth..per.Share.","X10Y.Net.Income.Growth..per.Share.","X5Y.Net.Income.Growth..per.Share.","X3Y.Net.Income.Growth..per.Share.","X10Y.Shareholders.Equity.Growth..per.Share.","X5Y.Shareholders.Equity.Growth..per.Share.","X3Y.Shareholders.Equity.Growth..per.Share.","X10Y.Dividend.per.Share.Growth..per.Share.","X5Y.Dividend.per.Share.Growth..per.Share.","X3Y.Dividend.per.Share.Growth..per.Share.","Receivables.growth","Inventory.Growth","Asset.Growth","Book.Value.per.Share.Growth","Debt.Growth","R.D.Expense.Growth","SG.A.Expenses.Growth","Sector.y","X2019.PRICE.VAR....","Class"
"1","A","Health Care","Agilent Technologies Inc",1.322312593,-0.3226217926,-0.1135368496,-1.16636014,4.914e+09,0.0988,2.227e+09,2.687e+09,3.85e+08,1.374e+09,1.759e+09,9.28e+08,7.5e+07,9.46e+08,6.3e+08,0,0,3.16e+08,0,3.16e+08,0.98,0.97,318769547,3.21e+08,0.596,0.5468,0.251,0.2078,0.064,0.1854,1.231e+09,1.021e+09,3.16e+08,0.1925,0.0643,2.247e+09,0,2.247e+09,7.76e+08,6.38e+08,3.848e+09,8.22e+08,3.464e+09,6.8e+07,0,4.693e+09,8.541e+09,3.4e+08,0,1.171e+09,1.799e+09,1.799e+09,3.24e+08,0,0,2.799e+09,3.97e+09,-4.08e+08,-3.36e+08,4.567e+09,6.8e+07,-4.48e+08,1.87e+08,8.31e+08,2.1e+08,7e+07,1.087e+09,-1.76e+08,-5.16e+08,-1.2e+07,-7.04e+08,-2.1e+08,-3.66e+08,-1.91e+08,-7.97e+08,-1.7e+07,-4.31e+08,9.11e+08,0.0217,4.5113,18.6793,4.2029,66.1122,22.8294,19.0001,19.04687608,65.51884272,4.213258913,0.009225291,20.10556807,4.533381717,0.207773708,0.926542605,0.334038055,0.546805047,1,0.188848189,0.064306064,0.665961945,0.0903,0.0692,0.1133,0.334038055,0.926542605,0.207773708,4.0124,8.1022,5.97810219,0.575342466,3.286,2.581554227,1.918872758,-104.5667,57.6394,NA,25.2544,NA,0.2106,0.3939,0.282595036,0.282595036,13.6133,0.604224569,1.870155463,3.3863,2.838,7,0.608,0.221204721,0.838086477,0.604224569,NA,6.176136364,2.961852861,0.60443038,15.3084,0.9844,3.3863,2.838,7,14.227,15.816,14.2274,5.6044,20653078950,20205078950,66.1122,4.2029,19.0001,22.8294,4.5113,18.6793,4.1117,16.4135,18.5879,22.179,0.0151,0.0441,0.3939,0.2106,-0.3639,3.286,13.6133,3.4399,0.0092,0.608,0.2796,0.0783,0.4056,0.1619,0.0358,-0.8381,0.0142,17.7956,0.1133,0.0903,-0.0059,2.677e+09,5.077e+09,-1.22e+08,3.458e+09,7.5e+08,322500000,606500000,57.6394,25.2544,-104.5667,6.552,4.0124,8.1022,0.0692,-0.5483,0.1154,0.1576,0.1034,-0.538,-0.5377,-0.5381,-0.0031,-0.0031,0.1288,0.2227,0.2777,-0.0038,0.0604,0.0808,0.0498,5e-04,0.3011,-0.0641,-0.1448,-0.065,0.0727,-0.017,0.0437,0,0.0532,-0.6665,0.0718,0.1096,0.0136,-0.0517,-0.1054,0.1357,0.118,"Healthcare",30.97610166,1
"2","AAL","Industrials","American Airlines Group",0.2149867415,-1.934115767,1.691741467,0.6841001511,4.4541e+10,0.045,2.04e+10,2.4141e+10,0,1.3771e+10,2.1485e+10,2.656e+09,1.056e+09,1.884e+09,4.72e+08,0,0,1.412e+09,0,1.412e+09,3.04,3.03,460581463,460581463,0.4,0.542,0.114,0.066,0.032,0.0223,5.099e+09,2.94e+09,1.412e+09,0.0423,0.0317,4.29e+08,4.485e+09,4.914e+09,1.706e+09,1.522e+09,8.637e+09,4.3249e+10,6.228e+09,0,1.145e+09,5.1943e+10,6.058e+10,1.773e+09,4.948e+09,1.8096e+10,2.9081e+10,3.4029e+10,0,0,0,4.2653e+10,6.0749e+10,-5.896e+09,7.58e+08,-1.69e+08,4.485e+09,2.9115e+10,4.95e+08,1.1375e+10,2.159e+09,8.6e+07,3.533e+09,-2.538e+09,0,5.72e+08,-1.973e+09,-5.87e+08,-8.37e+08,-1.86e+08,-1.672e+09,0,-1.12e+08,9.95e+08,-1.9687,0,0,0.332,10.5625,14.8636,4.186,4.162636967,10.41543655,0.330181101,0.012647386,8.671621181,NA,0.066006601,0.640816327,0.749469214,0.541995016,1,0.059630453,0.031701129,0.250530786,0.0418,-8.355,0.039,0.749469214,0.640816327,0.066006601,6.3207,30.9205,1.029873523,0.735242654,0.477,0.365826702,0.023706897,-27.2319,13.9802,NA,14.5292,NA,0.5617,-201.355,1.005845324,1.00499114,2.7841,0.10382321,NA,7.6707,2.16,0.9314,0.132,0.079320177,0.281630342,0.10382321,0.714025869,1.392040977,1.296989721,0.131728045,96.706,3.0657,7.6707,2.16,0.9314,-0.367,118.007,-0.3669,73.8827,14789270777,43904270777,10.5625,0.332,4.186,14.8636,0,0,0.9857,8.6104,12.4269,44.1249,0.0947,0.0673,-201.355,0.5617,5.7099,0.477,2.7841,2.5021,0.0125,0.132,0.3092,0,0.1028,0.7184,0.057,-1.1755,0.0019,0,0.039,0.0418,-3.5236,-9.459e+09,5.4352e+10,-5.2112e+10,6.9856e+10,1.729e+09,1730500000,1440500000,13.9802,14.5292,-27.2319,25.7611,6.3207,30.9205,-8.355,-5.5104,-0.0338,-0.339,-0.3723,0.1014,0.1603,0.1609,-0.0374,-0.0528,0,-0.2553,4.5536,0.0127,0.0395,0.1414,0,0.307,-0.082,0,0,-0.3668,0,0,0,0,0,0,-0.0263,0.1199,0.1477,0.7748,0.3576,0,0.0253,"Industrials",-10.60206911,0
"3","AAP","Consumer Discretionary","Advance Auto Parts",1.69224894,-2.307023287,0.8871960044,0.2911383212,9580554000,0.0221,5361141000,4219413000,0,3615138000,3615138000,604275000,56588000,555264000,131417000,0,0,423847000,0,423847000,5.75,5.73,72893719,73728000,0.24,0.4404,0.089,0.0639,0.044,0.0646,850036000,611852000,423847000,0.058,0.0442,896527000,0,896527000,624972000,4362547000,6082454000,1368985000,1540830000,0,0,2958194000,9040648000,3172790000,0,3885950000,1045720000,1045720000,0,318353000,0,1603885000,5489835000,-44193000,3326155000,3550813000,0,149193000,198408000,713160000,238184000,27760000,811028000,-191827000,0,0,-191827000,32014000,-278154000,-17819000,-263915000,-5696000,349590000,619201000,-0.013,3.2367,5.718,1.198,27.3843,18.7487,14.1522,14.30895622,27.38007854,1.21130408,0.001535464,15.93722048,3.268255509,0.063863948,0.907513582,0.763325193,0.440414302,1,0.063073075,0.044240344,0.236674807,0.1189,0.1194,0.0887,0.763325193,0.907513582,0.063863948,0.6939,2.246,6.998289974,1.059719834,1.565,0.391538491,0.230709865,-297.0132,23.8102,NA,120.877,NA,0.1157,0.2945,0.227501902,0.227501902,10.8124,0.775568986,2.546078321,11.0003,8.398,12.1599,0.042,0.08465356,0.763476723,0.775568986,NA,4.227913693,3.868559381,0.042041114,129.9446,5.7488,11.0003,8.398,12.1599,48.161,101.723,48.161,14.1835,11477844994,11627037994,27.3843,1.198,14.1522,18.7487,3.2367,5.718,1.2136,13.6783,14.3362,18.7775,0.0365,0.0539,0.2945,0.1157,0.1755,1.565,10.8124,1.9135,0.0015,0.042,0.3773,0,0.1704,0.2365,0.02,-0.8054,0.0029,79.3337,0.0887,0.1189,0.0516,2196504000,7499818000,592619000,3763061000,615664500,3033686000,4265519500,23.8102,120.877,-297.0132,15.5613,0.6939,2.246,0.1194,-2.6018,0.0329,0.0566,0.0597,-0.1086,-0.1071,-0.1075,-0.0016,-0.0016,0,0.3499,0.4668,0.0911,0.0785,-0.0078,0.0808,0.0803,0.0464,0.0862,0.0137,-0.0385,0.1554,0.183,0.1273,0,0,0,0.0307,0.0466,0.0658,0.0414,0.0013,0,0.0285,"Consumer Cyclical",1.573304188,1
"4","AAPL","Information Technology","Apple Inc.",1.926322699,-0.2283466011,-0.07699194551,-1.013046503,2.65595e+11,0.1586,1.63756e+11,1.01839e+11,1.4236e+10,1.6705e+10,3.0941e+10,7.0898e+10,0,7.2903e+10,1.3372e+10,0,0,5.9531e+10,0,5.9531e+10,12.01,11.91,4829926000,4955377000,2.72,0.3834,0.316,0.2745,0.224,0.2414,8.3806e+10,7.2903e+10,5.9531e+10,0.2745,0.2241,2.5913e+10,4.0388e+10,6.6301e+10,4.8995e+10,3.956e+09,1.31339e+11,4.1304e+10,0,1.70799e+11,0,2.34386e+11,3.65725e+11,5.5888e+10,2.0748e+10,1.15929e+11,9.3735e+10,1.14483e+11,5.966e+09,0,0,1.42649e+11,2.58578e+11,-3.454e+09,7.04e+10,1.07147e+11,2.11187e+11,4.8182e+10,1.2087e+10,3.9293e+10,1.0903e+10,5.34e+09,7.7434e+10,-1.3313e+10,-7.21e+08,3.0845e+10,1.6066e+10,4.32e+08,-7.2069e+10,-1.3712e+10,-8.7876e+10,0,5.624e+09,6.4121e+10,-0.0439,10.1842,10.1842,4.1328,18.9226,17.563,14.1753,14.37564249,18.69888799,4.191206539,0.012318047,14.71030118,10.3891243,0.274489354,1,0.816578193,0.383437188,1,0.266940266,0.224142021,0.183421807,1.0497,0.5556,0.217,0.816578193,1,0.274489354,1.2564,60.2871,6.430248886,0.726215052,1.133,0.994539761,0.223524744,-8.8176,67.3325,NA,76.8054,NA,0.313,1.0685,0.466617218,0.516550106,0,0.676379899,3.413301352,15.6263,9.924,5.2293,0.226,0.291549163,0.82807294,0.676379899,3.732118758,5.816420041,2.865272895,0.230333776,53.5973,12.0134,15.6263,9.924,5.2293,21.622,73.804,21.6224,23.1028,1.09765e+12,1.14583e+12,18.9226,4.1328,14.1753,17.563,10.1842,10.1842,4.3142,13.6724,14.7975,17.8698,0.0528,0.0584,1.0685,0.313,0.5749,1.133,0,1.3007,0.012,0.226,0.0629,0.0536,0,0.1719,0.0501,-1.221,0.0201,77.6535,0.217,1.0497,-0.1159,1.541e+10,3.65725e+11,-1.27239e+11,3.38366e+11,4.2334e+10,5.0065e+10,4405500000,67.3325,76.8054,-8.8176,6.2738,1.2564,60.2871,0.5556,-2.6866,0.1548,0.1375,0.1557,0.2312,0.2956,0.2932,-0.0502,-0.0479,0.1333,0.2057,0.2385,0.2432,0.1523,0.0968,0.2595,0.1353,0.0342,0.2833,0.1601,0.0898,0.1959,0.0254,0.0139,0,0.108,0.1116,0.3734,-0.1852,-0.0256,-0.1584,-0.0103,0.2293,0.0946,"Technology",88.74246463,1
"5","ABBV","Health Care","AbbVie Inc.",1.20543313,-0.4972319901,0.6669899821,-0.2909937799,3.2753e+10,0.1608,7.718e+09,2.5035e+10,1.0329e+10,7.399e+09,1.8652e+10,6.383e+09,1.144e+09,5.197e+09,-4.9e+08,0,0,5.687e+09,0,5.687e+09,3.67,3.66,1504216327,1.541e+09,3.59,0.7644,0.247,0.1936,0.174,0.3905,8.106e+09,6.341e+09,5.687e+09,0.1587,0.1736,7.289e+09,7.72e+08,8.061e+09,5.384e+09,1.605e+09,1.6945e+10,2.883e+09,3.6896e+10,1.42e+09,0,4.2407e+10,5.9352e+10,1.1931e+10,5.308e+09,1.7239e+10,3.5002e+10,4.031e+10,0,1.067e+09,0,5.0559e+10,6.7798e+10,-2.48e+09,3.368e+09,-8.446e+09,2.192e+09,3.2249e+10,1.895e+09,0,1.765e+09,4.21e+08,1.3427e+10,-6.38e+08,-7.36e+08,3.68e+08,-1.006e+09,3.189e+09,-1.1941e+10,-5.58e+09,-1.4396e+10,-3.9e+07,-2.014e+09,1.2789e+10,-0.2326,0,0,4.2339,25.1199,11.1084,10.328,10.31556441,24.35503487,4.228836543,0.040286748,22.30422937,NA,0.193600586,0.819586816,1.094285165,0.764357463,1,0.194882911,0.17363295,-0.094285165,2.1966,-0.6733,0.1014,1.094285165,0.819586816,0.193600586,0.7497,20.4069,11.36073535,0.55184324,0.983,0.779917629,0.422820349,-75.9037,59.9994,NA,132.9593,NA,0.6792,-4.7727,1.318044886,1.265064022,5.5428,0.333093525,NA,8.7132,8.299,4.73,0.978,0.40994718,0.952483801,0.333093525,2.529577995,21.04545455,2.159376005,0.981185159,21.2544,3.6905,8.7132,8.299,4.73,-5.481,14.572,-5.4809,26.1583,1.38674e+11,1.70923e+11,25.1199,4.2339,10.328,11.1084,0,0,5.2185,21.0859,12.7298,13.3648,0.0398,0.0922,-4.7727,0.6792,3.9784,0.983,5.5428,2.361,0.0389,0.978,0.2259,0.3154,0.6216,0.0475,0.0195,-0.3615,0.0129,0,0.1014,2.1966,-0.3667,-2.94e+08,2.2456e+10,-5.0853e+10,3.8238e+10,5.236e+09,11078500000,1.605e+09,59.9994,132.9593,-75.9037,6.2553,0.7497,20.4069,-0.6733,-0.414,0.1823,-0.2737,-0.3313,0.0712,0.1088,0.1091,-0.0345,-0.0356,0.4023,0.3481,0.3561,NA,0.1244,0.1475,NA,0.1718,0.234,NA,0.0727,0.0525,NA,0,0,NA,0.1754,0.2113,0.0582,0,-0.1615,-2.716,0.0787,1.0629,0.1754,"Healthcare",4.834143747,1
"6","ABC","Health Care","AmerisourceBergen Corp",0.1419883072,-0.09284677356,0.419545114,-0.9359362721,1.6794e+11,0.0966,1.63327e+11,4612317000,0,2460301000,3168632000,1443685000,174699000,1219936000,-438469000,-42513000,0,1658405000,0,1658405000,7.61,7.53,216356644,217872000,1.52,0.0275,0.01,0.0083,0.01,0.0064,1713118000,1394635000,1615892000,0.0073,0.0099,2492516000,0,2492516000,11314226000,11918508000,25894372000,1892424000,9612100000,0,0,11775466000,37669838000,26836873000,151657000,27869687000,4510828000,4662485000,0,2129010000,0,6750190000,34619877000,-79253000,3720582000,2932824000,0,2169969000,169122000,881157000,318483000,62316000,1411388000,-336411000,-785299000,0,-1111114000,613347000,-500779000,-333041000,-242873000,0,57401000,1074977000,-0.1081,6.8147,0,0.1195,12.1932,18.8063,14.2241,14.12032194,12.01712063,0.118669145,0.016711163,15.72139044,6.795243406,0.008304383,0.874734966,1.359419674,0.027464136,1,0.008596452,0.009875007,-0.359419674,-20.0071,0.5655,0.1229,1.359419674,0.874734966,0.008304383,1.6576,14.3661,88.74313315,4.458199024,0.929,0.495403554,0.089434661,-26.6352,24.5903,NA,58.3273,NA,0.1238,1.5898,0.605996626,0.613863768,7.9831,0.302711537,12.84422045,6.4781,4.752,11.4403,0.2,0.008404139,0.761645274,0.302711537,9.306448103,4.195427617,2.108273633,0.200820065,770.8179,7.6118,6.4781,4.752,11.4403,13.461,128.781,13.4612,21.4001,20075732997,22245701997,12.1932,0.1195,14.2241,18.8063,6.8147,0,0.1325,12.9855,15.7616,20.6941,0.082,0.0535,1.5898,0.1238,1.2667,0.929,7.9831,0.8511,0.0164,0.2,0.0146,0,0.2552,0.2384,0.002,-1.0563,4e-04,48.2846,0.1229,-20.0071,-0.4346,-1975315000,28057738000,-8725505000,2358020000,10808775000,26120457500,11689968000,24.5903,58.3273,-26.6352,15.5373,1.6576,14.3661,0.5655,-1.5441,0.0146,0.3119,0.3615,3.55,3.5569,3.5915,-0.0023,-0.0057,0.0411,-0.0617,0.0359,0.1344,0.1515,0.0728,0.1094,0.1369,-0.2888,0.2559,0.3231,0,0.0479,0.0604,0.6817,0.2606,0.0768,0.0943,0.0981,0.0399,0.0666,0.4238,0.229,0,0.1558,"Healthcare",16.40247614,1
"7","ABT","Health Care","Abbott Laboratories",-0.3744578362,-0.6757110953,1.216313958,-0.1115066633,3.0578e+10,0.1164,1.2706e+10,1.7872e+10,2.3e+09,9.744e+09,1.4222e+10,3.65e+09,8.26e+08,2.907e+09,5.39e+08,0,-3.4e+07,2.368e+09,0,2.368e+09,1.34,1.33,1756333032,1.758e+09,1.12,0.5845,0.229,0.1221,0.077,0.1604,7.011e+09,3.733e+09,2.368e+09,0.0951,0.0774,3.844e+09,2.42e+08,4.086e+09,5.182e+09,3.796e+09,1.4632e+10,7.563e+09,4.2196e+10,8.97e+08,1.885e+09,5.2541e+10,6.7173e+10,2.975e+09,2.07e+08,9.012e+09,1.9359e+10,1.9566e+10,0,3.05e+08,0,2.7439e+10,3.6451e+10,-7.586e+09,2.456e+10,3.0722e+10,1.139e+09,1.548e+10,1.568e+09,5.83e+09,3.278e+09,4.77e+08,6.3e+09,-1.394e+09,4.8e+07,-5.8e+07,-1.356e+09,-8.45e+09,3.3e+07,-1.974e+09,-1.0391e+10,-1.16e+08,-5.563e+09,4.906e+09,-0.1219,4.1459,0,4.1545,53.9776,25.9185,20.1644,20.00846771,53.23198758,4.122354196,0.015660036,21.28888127,4.103031918,0.122081235,0.778730244,0.814585483,0.584472497,1,0.119366865,0.077441298,0.185414517,0.1796,0.0771,0.042,0.814585483,0.778730244,0.122081235,2.8882,8.2677,4.043104588,0.45521266,1.624,1.028406569,0.426542388,-109.0461,61.8559,NA,35.5116,NA,0.2913,0.6369,0.386553783,0.389078906,4.5194,0.321987121,2.186478745,3.5836,2.791,2.1866,0.836,0.206030479,0.778730159,0.321987121,30.43478261,4.519368723,1.870546318,0.833614865,17.3936,1.347,3.5836,2.791,2.1866,17.476,14.208,17.4755,11.1297,1.27036e+11,1.42516e+11,53.9776,4.1545,20.1644,25.9185,4.1459,0,4.6607,20.3274,22.6215,29.0492,0.0185,0.0386,0.6369,0.2913,2.208,1.624,4.5194,2.6605,0.0155,0.836,0.3187,0.0752,0.6282,0.2213,0.0456,-0.4253,0.0156,22.9346,0.042,0.1796,-0.1718,5.62e+09,2.4977e+10,-2.1819e+10,3.1687e+10,5215500000,2688500000,3698500000,61.8559,35.5116,-109.0461,5.8629,2.8882,8.2677,0.0771,-0.7929,0.193,0.1454,1.3338,3.9644,3.963,3.9259,0.0103,0.012,0.0566,0.1311,0.1062,-0.0094,0.0663,0.0844,-0.0231,0.1093,0.2181,-0.0817,-0.0402,-0.2305,0.0442,0.0151,0.0702,-0.0224,-0.4982,0.0527,-0.0128,0.0542,-0.119,-0.0222,-0.2993,0.0177,0.0612,"Healthcare",27.05125023,1
"8","ACN","Information Technology","Accenture plc",3.329297066,-0.9671343565,-0.7940058708,-1.376684546,40992534000,0.1331,28499170000,12493364000,0,6594585000,6594585000,5898779000,19539000,5653406000,1593499000,154687000,0,4059907000,0,4059907000,6.46,6.34,674684553,628451742,2.66,0.3048,0.161,0.1384,0.099,0.1319,6599721000,5672945000,4214594000,0.1379,0.099,5061360000,3192000,5064552000,7496368000,0,13585559000,1264020000,5383012000,215532000,2086807000,10863524000,24449083000,1348802000,5337000,10151751000,19676000,25013000,3455806000,1580450000,0,3572744000,13724495000,-1576171000,7952413000,10364753000,218724000,-5039539000,1024639000,8797612000,926776000,976908000,6026691000,-619187000,-637349000,0,-1249604000,-4195000,-1885948000,-1708724000,-3709028000,-133559000,934500000,5407504000,0.0442,10.4513,21.7444,2.7827,26.1718,19.6491,18.9273,17.32709537,25.72104478,2.547416311,0.016363162,16.59253258,10.07501575,0.138389713,0.996555757,0.718134696,0.304771693,1,0.143898862,0.099040157,0.281865304,0.8642,0.3917,0.4153,0.718134696,0.996555757,0.138389713,7.31,0,32.43028908,1.676649141,1.338,1.237315612,0.498570148,0,66.7481,NA,12.0098,NA,0.001,0.0024,0.00189476,0.002407465,290.3396,240.94235,2.358867886,9.5897,7.204,8.0537,0.412,0.147019235,0.897259209,240.94235,1129.228218,9.733232448,2.588883767,0.420877621,65.2278,6.4602,9.5897,7.204,8.0537,16.493,30.338,16.4925,0.0398,1.14069e+11,1.09029e+11,26.1718,2.7827,18.9273,19.6491,10.4513,21.7444,2.6597,16.5203,18.0911,20.1626,0.0382,0.0474,0.0024,0.001,-0.7636,1.338,290.3396,1.4844,0.0157,0.412,0.1609,0,0.2202,0.1027,0.0151,-0.6681,0.0238,48.4905,0.4153,0.8642,-0.0012,3433808000,19066071000,-138936000,3877973000,7211281500,1436933500,0,66.7481,12.0098,0,5.6845,7.31,0,0.3917,-0.9853,0.1284,0.2772,0.26,0.1784,0.1619,0.1654,0.0135,-0.0078,0.0992,0.2119,0.2132,0.0464,0.0674,0.075,0.0765,0.1339,0.1291,0.0884,0.0491,0.0986,0.1477,0.165,0.19,0.2027,0.1043,0.0925,0.0823,0,0.0775,0.1428,-0.0023,0,0.1215,"Technology",51.66534508,1
"9","ADBE","Information Technology","Adobe Systems Inc",-0.9257280827,0.3737454116,0.9253681302,-0.7590430379,9030008000,0.2367,1194999000,7835009000,1537812000,3365727000,4994640000,2840369000,89242000,2793876000,203102000,0,0,2590774000,0,2590774000,5.28,5.2,488133527,490564000,0,0.8677,0.358,0.3193,0.287,0.4167,3229610000,2883118000,2590774000,0.3094,0.2869,1642775000,1586187000,3228962000,1315578000,0,4857039000,1075072000,12650049000,0,0,13911643000,18768682000,186258000,0,4301126000,4124800000,4124800000,3053604000,726512000,0,5105442000,9406568000,-148130000,11815597000,9362114000,1586187000,895838000,312499000,4114868000,346492000,609562000,4029304000,-266579000,-6314382000,1895666000,-4685295000,2246635000,-1859010000,0,-5568000,-1738000,-663297000,3762725000,-0.0073,13.0843,0,13.5623,47.517,32.7097,30.3943,30.54562325,47.50611283,13.62984418,0,39.8949647,13.14634728,0.319281888,0.969046706,0.927304576,0.867663572,1,0.314547783,0.286907166,0.072695424,1.5885,0.2767,0.158,0.927304576,0.969046706,0.319281888,16.442,0,8.399444874,0.48112105,1.129,1.056593087,0.381940683,0,53.1767,NA,7.5287,NA,0.2198,0.4406,0.305837199,0.305837199,32.3067,0.976848332,2.004748287,8.2136,7.67,3.3487,0,0.446212672,0.933839939,0.976848332,NA,15.11485901,15.11485901,0,18.4074,5.2812,8.2136,7.67,3.3487,19.084,12.473,19.0844,8.4083,1.22468e+11,1.23364e+11,47.517,13.5623,30.3943,32.7097,13.0843,0,13.6615,38.1977,30.6166,32.7857,0.021,0.0307,0.4406,0.2198,0.2774,1.129,32.3067,1.5553,0,0,0.3727,0.1703,0.674,0.0662,0.0295,-0.7694,0.0675,47.7283,0.158,1.5885,-0.0371,555913000,6118633000,-4549529000,4299532000,1266773000,149898000,0,53.1767,7.5287,0,7.1284,16.442,0,0.2767,-0.5434,0.2454,0.3034,0.3101,0.5294,0.5394,0.5385,-0.0062,-0.0065,0,0.3833,0.3759,0.1074,0.1788,0.2417,0.1321,0.2902,0.4074,0.1257,0.5563,0.6114,0.0885,0.0731,0.1078,0,0,0,0.0801,0,0.2912,0.1135,1.1924,0.2563,0.1925,"Technology",46.86288765,1
